,V5,MLII,symbol
358732,-0.165,0.93,
358733,-0.215,1.085,
358734,-0.22,1.22,
358735,-0.23,1.365,
358736,-0.27,1.5,
358737,-0.345,1.65,
358738,-0.415,1.83,
358739,-0.435,2.035,N
358740,-0.4,2.2,
358741,-0.325,2.27,
358742,-0.18,2.195,
358743,-0.005,1.89,
358744,0.135,1.365,
358745,0.18,0.82,
358746,0.12,0.445,
358747,-0.085,0.235,
358748,-0.335,0.12,
358749,-0.525,0.06,
358750,-0.59,0.015,
358751,-0.59,-0.03,
358752,-0.545,-0.025,
358753,-0.445,-0.045,
358754,-0.355,-0.04,
358755,-0.275,-0.07,
358756,-0.225,-0.09,
358757,-0.225,-0.105,
358758,-0.22,-0.135,
358759,-0.185,-0.13,
358760,-0.16,-0.155,
358761,-0.17,-0.165,
358762,-0.19,-0.19,
358763,-0.21,-0.18,
358764,-0.2,-0.175,
358765,-0.185,-0.165,
358766,-0.15,-0.16,
358767,-0.14,-0.165,
358768,-0.14,-0.175,
358769,-0.155,-0.195,
358770,-0.15,-0.2,
358771,-0.135,-0.19,
358772,-0.125,-0.18,
358773,-0.12,-0.205,
358774,-0.125,-0.21,
358775,-0.125,-0.23,
358776,-0.125,-0.225,
358777,-0.11,-0.205,
358778,-0.11,-0.2,
358779,-0.1,-0.21,
358780,-0.115,-0.23,
358781,-0.125,-0.235,
358782,-0.13,-0.235,
358783,-0.12,-0.225,
358784,-0.095,-0.225,
358785,-0.1,-0.255,
358786,-0.1,-0.28,
358787,-0.115,-0.3,
358788,-0.11,-0.28,
358789,-0.105,-0.255,
358790,-0.095,-0.235,
358791,-0.085,-0.235,
358792,-0.095,-0.255,
358793,-0.085,-0.27,
358794,-0.09,-0.275,
358795,-0.085,-0.26,
358796,-0.08,-0.26,
358797,-0.075,-0.255,
358798,-0.07,-0.26,
358799,-0.075,-0.265,
358800,-0.075,-0.26,
358801,-0.055,-0.25,
358802,-0.035,-0.24,
358803,-0.045,-0.26,
358804,-0.045,-0.26,
358805,-0.04,-0.265,
358806,-0.05,-0.26,
358807,-0.035,-0.245,
358808,-0.01,-0.24,
358809,0.005,-0.25,
358810,-0.005,-0.255,
358811,-0.01,-0.255,
358812,-0.01,-0.245,
358813,0.0,-0.235,
358814,0.02,-0.235,
358815,0.03,-0.225,
358816,0.025,-0.22,
358817,0.035,-0.22,
358818,0.045,-0.185,
358819,0.07,-0.165,
358820,0.09,-0.145,
358821,0.09,-0.135,
358822,0.1,-0.14,
358823,0.095,-0.15,
358824,0.115,-0.11,
358825,0.125,-0.075,
358826,0.15,-0.05,
358827,0.16,-0.03,
358828,0.145,-0.02,
358829,0.145,0.0,
358830,0.15,0.03,
358831,0.155,0.05,
358832,0.17,0.07,
358833,0.18,0.075,
358834,0.175,0.08,
358835,0.16,0.08,
358836,0.16,0.095,
358837,0.155,0.115,
358838,0.175,0.12,
358839,0.15,0.105,
358840,0.135,0.1,
358841,0.11,0.11,
358842,0.1,0.115,
358843,0.095,0.125,
358844,0.11,0.125,
358845,0.095,0.115,
358846,0.06,0.1,
358847,0.04,0.09,
358848,0.035,0.09,
358849,0.03,0.09,
358850,0.015,0.09,
358851,0.015,0.085,
358852,0.0,0.065,
358853,-0.03,0.04,
358854,-0.05,0.035,
358855,-0.045,0.04,
358856,-0.035,0.05,
358857,-0.045,0.04,
358858,-0.065,0.03,
358859,-0.1,0.01,
358860,-0.1,0.015,
358861,-0.1,0.025,
358862,-0.085,0.025,
358863,-0.085,-0.005,
358864,-0.09,0.005,
358865,-0.11,0.01,
358866,-0.11,0.015,
358867,-0.125,0.025,
358868,-0.1,0.03,
358869,-0.12,0.02,
358870,-0.135,0.01,
358871,-0.155,0.005,
358872,-0.155,0.01,
358873,-0.13,0.015,
358874,-0.11,0.01,
358875,-0.115,-0.01,
358876,-0.12,-0.03,
358877,-0.125,-0.03,
358878,-0.13,-0.03,
358879,-0.125,-0.015,
358880,-0.12,-0.005,
358881,-0.135,0.0,
358882,-0.145,-0.01,
358883,-0.145,-0.02,
358884,-0.165,-0.02,
358885,-0.13,-0.025,
358886,-0.12,-0.005,
358887,-0.125,-0.03,
358888,-0.135,-0.04,
358889,-0.155,-0.05,
358890,-0.145,-0.03,
358891,-0.15,-0.025,
358892,-0.14,0.0,
358893,-0.12,-0.015,
358894,-0.135,-0.05,
358895,-0.15,-0.06,
358896,-0.165,-0.07,
358897,-0.175,-0.05,
358898,-0.16,-0.05,
358899,-0.155,-0.04,
358900,-0.155,-0.065,
358901,-0.165,-0.06,
358902,-0.175,-0.055,
358903,-0.155,-0.03,
358904,-0.135,-0.03,
358905,-0.145,-0.055,
358906,-0.145,-0.06,
358907,-0.165,-0.07,
358908,-0.165,-0.06,
358909,-0.155,-0.03,
358910,-0.13,-0.02,
358911,-0.14,-0.015,
358912,-0.135,-0.03,
358913,-0.145,-0.05,
358914,-0.155,-0.06,
358915,-0.145,-0.05,
358916,-0.115,-0.05,
358917,-0.145,-0.04,
358918,-0.14,-0.055,
358919,-0.165,-0.05,
358920,-0.175,-0.045,
358921,-0.15,-0.02,
358922,-0.145,-0.025,
358923,-0.145,-0.065,
358924,-0.155,-0.09,
358925,-0.185,-0.095,
358926,-0.185,-0.08,
358927,-0.185,-0.06,
358928,-0.175,-0.035,
358929,-0.17,-0.05,
358930,-0.17,-0.065,
358931,-0.18,-0.08,
358932,-0.185,-0.07,
358933,-0.175,-0.055,
358934,-0.165,-0.04,
358935,-0.165,-0.05,
358936,-0.165,-0.06,
358937,-0.19,-0.075,
358938,-0.19,-0.065,
358939,-0.185,-0.05,
358940,-0.17,-0.06,
358941,-0.17,-0.06,
358942,-0.185,-0.085,
358943,-0.205,-0.09,
358944,-0.185,-0.075,
358945,-0.19,-0.07,
358946,-0.18,-0.06,
358947,-0.18,-0.065,
358948,-0.19,-0.085,
358949,-0.21,-0.085,
358950,-0.21,-0.075,
358951,-0.21,-0.065,
358952,-0.19,-0.065,
358953,-0.19,-0.07,
358954,-0.195,-0.075,
358955,-0.205,-0.075,
358956,-0.225,-0.075,
358957,-0.225,-0.05,
358958,-0.21,-0.055,
358959,-0.21,-0.055,
358960,-0.225,-0.07,
358961,-0.245,-0.085,
358962,-0.245,-0.075,
358963,-0.225,-0.07,
358964,-0.225,-0.06,
358965,-0.22,-0.075,
358966,-0.205,-0.085,
358967,-0.235,-0.075,
358968,-0.225,-0.08,
358969,-0.22,-0.06,
358970,-0.2,-0.055,
358971,-0.2,-0.055,
358972,-0.21,-0.065,
358973,-0.21,-0.07,
358974,-0.215,-0.065,
358975,-0.19,-0.05,
358976,-0.17,-0.04,
358977,-0.175,-0.045,
358978,-0.17,-0.04,
358979,-0.19,-0.05,
358980,-0.18,-0.025,
358981,-0.17,-0.005,
358982,-0.15,0.0,
358983,-0.145,-0.01,
358984,-0.155,-0.02,
358985,-0.175,-0.025,
358986,-0.175,-0.015,
358987,-0.165,0.0,
358988,-0.15,0.02,
358989,-0.14,0.015,
358990,-0.15,0.02,
358991,-0.155,0.005,
358992,-0.16,0.02,
358993,-0.145,0.03,
358994,-0.14,0.03,
358995,-0.17,0.005,
358996,-0.17,-0.015,
358997,-0.19,-0.035,
358998,-0.195,-0.02,
358999,-0.19,-0.015,
359000,-0.19,0.01,
359001,-0.185,0.005,
359002,-0.2,0.0,
359003,-0.21,-0.02,
359004,-0.2,0.005,
359005,-0.19,0.025,
359006,-0.18,0.03,
359007,-0.175,0.015,
359008,-0.195,0.0,
359009,-0.195,0.015,
359010,-0.2,0.03,
359011,-0.19,0.03,
359012,-0.16,0.005,
359013,-0.165,-0.01,
359014,-0.185,-0.04,
359015,-0.21,-0.045,
359016,-0.22,-0.035,
359017,-0.23,-0.025,
359018,-0.245,-0.01,
359019,-0.25,-0.025,
359020,-0.25,-0.04,
359021,-0.27,-0.035,
359022,-0.26,-0.015,
359023,-0.24,-0.01,
359024,-0.22,-0.005,
359025,-0.225,-0.01,
359026,-0.23,-0.035,
359027,-0.235,-0.045,
359028,-0.245,-0.04,
359029,-0.245,-0.01,
359030,-0.225,0.005,
359031,-0.24,-0.01,
359032,-0.25,-0.03,
359033,-0.28,-0.03,
359034,-0.265,-0.035,
359035,-0.25,-0.035,
359036,-0.235,-0.015,
359037,-0.24,-0.03,
359038,-0.255,-0.03,
359039,-0.265,-0.035,
359040,-0.27,-0.025,
359041,-0.24,-0.005,
359042,-0.235,0.015,
359043,-0.23,0.015,
359044,-0.23,0.005,
359045,-0.255,-0.005,
359046,-0.255,-0.005,
359047,-0.245,0.01,
359048,-0.24,0.02,
359049,-0.235,0.03,
359050,-0.25,0.015,
359051,-0.265,0.025,
359052,-0.25,0.065,
359053,-0.23,0.115,
359054,-0.225,0.18,
359055,-0.21,0.235,
359056,-0.18,0.305,
359057,-0.145,0.375,
359058,-0.1,0.485,
359059,-0.06,0.6,
359060,-0.05,0.75,
359061,-0.065,0.885,
359062,-0.125,1.02,
359063,-0.16,1.155,
359064,-0.17,1.29,
359065,-0.17,1.405,
359066,-0.17,1.51,
359067,-0.22,1.61,
359068,-0.28,1.72,
359069,-0.325,1.88,
359070,-0.345,2.035,N
359071,-0.33,2.15,
359072,-0.255,2.185,
359073,-0.165,2.1,
359074,-0.06,1.875,
359075,0.045,1.51,
359076,0.12,1.07,
359077,0.15,0.695,
359078,0.085,0.47,
359079,-0.075,0.29,
359080,-0.3,0.155,
359081,-0.505,0.075,
359082,-0.585,0.025,
359083,-0.59,0.03,
359084,-0.56,0.03,
359085,-0.53,0.005,
359086,-0.45,-0.015,
359087,-0.37,-0.04,
359088,-0.295,-0.055,
359089,-0.25,-0.055,
359090,-0.235,-0.05,
359091,-0.23,-0.08,
359092,-0.235,-0.115,
359093,-0.25,-0.135,
359094,-0.255,-0.11,
359095,-0.23,-0.11,
359096,-0.205,-0.1,
359097,-0.19,-0.115,
359098,-0.205,-0.135,
359099,-0.2,-0.145,
359100,-0.225,-0.125,
359101,-0.22,-0.11,
359102,-0.19,-0.1,
359103,-0.18,-0.095,
359104,-0.18,-0.11,
359105,-0.2,-0.125,
359106,-0.195,-0.115,
359107,-0.185,-0.115,
359108,-0.175,-0.135,
359109,-0.175,-0.15,
359110,-0.195,-0.155,
359111,-0.215,-0.145,
359112,-0.19,-0.145,
359113,-0.18,-0.125,
359114,-0.17,-0.115,
359115,-0.165,-0.13,
359116,-0.165,-0.14,
359117,-0.175,-0.15,
359118,-0.185,-0.155,
359119,-0.16,-0.16,
359120,-0.145,-0.155,
359121,-0.145,-0.155,
359122,-0.16,-0.165,
359123,-0.185,-0.175,
359124,-0.175,-0.16,
359125,-0.165,-0.165,
359126,-0.135,-0.16,
359127,-0.14,-0.18,
359128,-0.145,-0.19,
359129,-0.165,-0.185,
359130,-0.155,-0.175,
359131,-0.145,-0.16,
359132,-0.13,-0.145,
359133,-0.135,-0.14,
359134,-0.15,-0.155,
359135,-0.15,-0.15,
359136,-0.17,-0.165,
359137,-0.135,-0.16,
359138,-0.14,-0.165,
359139,-0.14,-0.175,
359140,-0.135,-0.19,
359141,-0.165,-0.195,
359142,-0.155,-0.2,
359143,-0.15,-0.175,
359144,-0.14,-0.17,
359145,-0.12,-0.18,
359146,-0.125,-0.19,
359147,-0.135,-0.18,
359148,-0.145,-0.17,
359149,-0.115,-0.16,
359150,-0.105,-0.15,
359151,-0.105,-0.17,
359152,-0.105,-0.175,
359153,-0.115,-0.205,
359154,-0.12,-0.185,
359155,-0.095,-0.155,
359156,-0.08,-0.14,
359157,-0.08,-0.16,
359158,-0.085,-0.175,
359159,-0.1,-0.17,
359160,-0.095,-0.155,
359161,-0.09,-0.135,
359162,-0.06,-0.135,
359163,-0.05,-0.135,
359164,-0.07,-0.135,
359165,-0.065,-0.13,
359166,-0.065,-0.115,
359167,-0.04,-0.105,
359168,-0.025,-0.085,
359169,-0.02,-0.085,
359170,-0.01,-0.085,
359171,-0.015,-0.08,
359172,-0.015,-0.06,
359173,-0.01,-0.025,
359174,0.015,-0.01,
359175,0.03,0.0,
359176,0.03,-0.005,
359177,0.025,0.015,
359178,0.03,0.05,
359179,0.045,0.065,
359180,0.065,0.1,
359181,0.05,0.1,
359182,0.05,0.105,
359183,0.055,0.105,
359184,0.05,0.13,
359185,0.06,0.15,
359186,0.08,0.155,
359187,0.065,0.16,
359188,0.03,0.15,
359189,0.015,0.15,
359190,0.005,0.15,
359191,-0.005,0.165,
359192,0.0,0.165,
359193,-0.005,0.155,
359194,-0.03,0.14,
359195,-0.075,0.115,
359196,-0.08,0.125,
359197,-0.085,0.125,
359198,-0.085,0.12,
359199,-0.1,0.105,
359200,-0.13,0.08,
359201,-0.155,0.085,
359202,-0.17,0.085,
359203,-0.165,0.08,
359204,-0.15,0.085,
359205,-0.15,0.07,
359206,-0.165,0.065,
359207,-0.185,0.06,
359208,-0.2,0.07,
359209,-0.185,0.08,
359210,-0.185,0.085,
359211,-0.185,0.08,
359212,-0.195,0.065,
359213,-0.215,0.045,
359214,-0.225,0.05,
359215,-0.21,0.055,
359216,-0.205,0.065,
359217,-0.2,0.06,
359218,-0.21,0.045,
359219,-0.23,0.035,
359220,-0.245,0.05,
359221,-0.225,0.045,
359222,-0.23,0.055,
359223,-0.23,0.045,
359224,-0.245,0.025,
359225,-0.26,0.02,
359226,-0.265,0.02,
359227,-0.25,0.04,
359228,-0.235,0.035,
359229,-0.23,0.015,
359230,-0.26,0.0,
359231,-0.245,0.005,
359232,-0.27,0.015,
359233,-0.25,0.035,
359234,-0.235,0.025,
359235,-0.245,0.03,
359236,-0.24,0.015,
359237,-0.265,0.01,
359238,-0.25,0.02,
359239,-0.24,0.015,
359240,-0.21,0.025,
359241,-0.225,0.015,
359242,-0.245,0.005,
359243,-0.245,0.005,
359244,-0.24,0.01,
359245,-0.235,0.03,
359246,-0.225,0.035,
359247,-0.225,0.025,
359248,-0.235,0.01,
359249,-0.255,0.015,
359250,-0.26,0.02,
359251,-0.23,0.04,
359252,-0.22,0.03,
359253,-0.225,0.02,
359254,-0.24,0.01,
359255,-0.24,0.005,
359256,-0.255,0.015,
359257,-0.245,0.035,
359258,-0.215,0.03,
359259,-0.22,0.04,
359260,-0.235,0.03,
359261,-0.235,0.03,
359262,-0.235,0.035,
359263,-0.22,0.06,
359264,-0.21,0.05,
359265,-0.215,0.055,
359266,-0.215,0.045,
359267,-0.225,0.03,
359268,-0.235,0.045,
359269,-0.23,0.055,
359270,-0.225,0.065,
359271,-0.225,0.055,
359272,-0.235,0.05,
359273,-0.235,0.05,
359274,-0.24,0.04,
359275,-0.235,0.065,
359276,-0.23,0.065,
359277,-0.25,0.065,
359278,-0.255,0.055,
359279,-0.265,0.05,
359280,-0.28,0.045,
359281,-0.245,0.055,
359282,-0.24,0.055,
359283,-0.24,0.05,
359284,-0.26,0.04,
359285,-0.275,0.05,
359286,-0.265,0.055,
359287,-0.26,0.08,
359288,-0.245,0.055,
359289,-0.245,0.035,
359290,-0.255,0.02,
359291,-0.275,0.005,
359292,-0.265,0.015,
359293,-0.265,0.05,
359294,-0.255,0.045,
359295,-0.26,0.05,
359296,-0.26,0.025,
359297,-0.275,0.02,
359298,-0.275,0.02,
359299,-0.265,0.045,
359300,-0.255,0.03,
359301,-0.265,0.025,
359302,-0.27,0.025,
359303,-0.275,0.03,
359304,-0.28,0.02,
359305,-0.255,0.03,
359306,-0.245,0.045,
359307,-0.24,0.03,
359308,-0.28,0.02,
359309,-0.3,0.01,
359310,-0.3,0.03,
359311,-0.28,0.04,
359312,-0.28,0.035,
359313,-0.265,0.03,
359314,-0.295,0.005,
359315,-0.305,0.01,
359316,-0.305,0.01,
359317,-0.305,0.02,
359318,-0.295,0.035,
359319,-0.285,0.03,
359320,-0.31,0.03,
359321,-0.325,0.025,
359322,-0.32,0.03,
359323,-0.305,0.04,
359324,-0.28,0.04,
359325,-0.28,0.04,
359326,-0.29,0.01,
359327,-0.3,-0.005,
359328,-0.295,0.0,
359329,-0.29,0.01,
359330,-0.275,0.015,
359331,-0.29,0.005,
359332,-0.29,-0.005,
359333,-0.295,-0.015,
359334,-0.3,0.01,
359335,-0.285,0.03,
359336,-0.26,0.05,
359337,-0.25,0.05,
359338,-0.255,0.045,
359339,-0.275,0.05,
359340,-0.255,0.055,
359341,-0.245,0.075,
359342,-0.235,0.07,
359343,-0.235,0.05,
359344,-0.26,0.05,
359345,-0.27,0.055,
359346,-0.27,0.065,
359347,-0.255,0.075,
359348,-0.225,0.075,
359349,-0.235,0.085,
359350,-0.235,0.065,
359351,-0.265,0.06,
359352,-0.26,0.06,
359353,-0.245,0.065,
359354,-0.235,0.075,
359355,-0.255,0.045,
359356,-0.265,0.035,
359357,-0.28,0.025,
359358,-0.3,0.055,
359359,-0.3,0.075,
359360,-0.275,0.085,
359361,-0.27,0.07,
359362,-0.285,0.055,
359363,-0.29,0.05,
359364,-0.275,0.07,
359365,-0.27,0.08,
359366,-0.255,0.095,
359367,-0.26,0.1,
359368,-0.275,0.085,
359369,-0.28,0.055,
359370,-0.28,0.065,
359371,-0.265,0.08,
359372,-0.255,0.06,
359373,-0.255,0.045,
359374,-0.275,0.02,
359375,-0.295,0.015,
359376,-0.33,0.025,
359377,-0.32,0.04,
359378,-0.32,0.05,
359379,-0.305,0.035,
359380,-0.32,0.025,
359381,-0.345,0.015,
359382,-0.34,0.03,
359383,-0.315,0.04,
359384,-0.315,0.045,
359385,-0.305,0.045,
359386,-0.32,0.025,
359387,-0.34,0.01,
359388,-0.34,0.015,
359389,-0.33,0.025,
359390,-0.32,0.03,
359391,-0.32,0.025,
359392,-0.325,0.005,
359393,-0.335,0.01,
359394,-0.325,0.03,
359395,-0.32,0.04,
359396,-0.31,0.05,
359397,-0.32,0.04,
359398,-0.33,0.015,
359399,-0.335,0.005,
359400,-0.345,0.01,
359401,-0.325,0.03,
359402,-0.325,0.03,
359403,-0.32,0.02,
359404,-0.325,0.02,
359405,-0.34,0.01,
359406,-0.34,0.03,
359407,-0.325,0.04,
359408,-0.315,0.06,
359409,-0.295,0.055,
359410,-0.3,0.075,
359411,-0.305,0.095,
359412,-0.29,0.145,
359413,-0.29,0.205,
359414,-0.26,0.27,
359415,-0.22,0.32,
359416,-0.23,0.36,
359417,-0.185,0.435,
359418,-0.165,0.54,
359419,-0.16,0.69,
359420,-0.19,0.855,
359421,-0.25,1.0,
359422,-0.255,1.125,
359423,-0.285,1.255,
359424,-0.3,1.385,
359425,-0.31,1.52,
359426,-0.37,1.67,
359427,-0.445,1.815,
359428,-0.495,2.0,
359429,-0.495,2.145,N
359430,-0.45,2.235,
359431,-0.35,2.25,
359432,-0.22,2.15,
359433,-0.1,1.85,
359434,-0.025,1.4,
359435,0.025,0.955,
359436,0.01,0.595,
359437,-0.115,0.39,
359438,-0.305,0.255,
359439,-0.51,0.13,
359440,-0.645,0.075,
359441,-0.69,0.025,
359442,-0.67,0.02,
359443,-0.625,0.02,
359444,-0.555,0.01,
359445,-0.475,0.01,
359446,-0.395,-0.01,
359447,-0.345,-0.035,
359448,-0.31,-0.05,
359449,-0.305,-0.055,
359450,-0.285,-0.095,
359451,-0.285,-0.1,
359452,-0.29,-0.125,
359453,-0.295,-0.13,
359454,-0.29,-0.135,
359455,-0.27,-0.12,
359456,-0.265,-0.12,
359457,-0.255,-0.13,
359458,-0.255,-0.145,
359459,-0.26,-0.14,
359460,-0.27,-0.14,
359461,-0.255,-0.13,
359462,-0.25,-0.13,
359463,-0.245,-0.135,
359464,-0.245,-0.13,
359465,-0.26,-0.135,
359466,-0.245,-0.125,
359467,-0.24,-0.115,
359468,-0.205,-0.115,
359469,-0.22,-0.135,
359470,-0.22,-0.155,
359471,-0.235,-0.14,
359472,-0.215,-0.14,
359473,-0.21,-0.13,
359474,-0.185,-0.12,
359475,-0.19,-0.135,
359476,-0.215,-0.175,
359477,-0.225,-0.175,
359478,-0.22,-0.16,
359479,-0.2,-0.155,
359480,-0.18,-0.155,
359481,-0.18,-0.16,
359482,-0.19,-0.19,
359483,-0.19,-0.19,
359484,-0.185,-0.185,
359485,-0.18,-0.19,
359486,-0.175,-0.19,
359487,-0.16,-0.21,
359488,-0.18,-0.22,
359489,-0.19,-0.215,
359490,-0.2,-0.21,
359491,-0.185,-0.2,
359492,-0.17,-0.205,
359493,-0.175,-0.215,
359494,-0.19,-0.215,
359495,-0.185,-0.225,
359496,-0.185,-0.22,
359497,-0.17,-0.21,
359498,-0.15,-0.2,
359499,-0.15,-0.215,
359500,-0.16,-0.235,
359501,-0.175,-0.245,
359502,-0.165,-0.23,
359503,-0.145,-0.215,
359504,-0.135,-0.225,
359505,-0.135,-0.225,
359506,-0.14,-0.25,
359507,-0.145,-0.24,
359508,-0.15,-0.24,
359509,-0.145,-0.21,
359510,-0.115,-0.21,
359511,-0.115,-0.23,
359512,-0.125,-0.24,
359513,-0.12,-0.24,
359514,-0.12,-0.23,
359515,-0.1,-0.205,
359516,-0.08,-0.195,
359517,-0.09,-0.205,
359518,-0.1,-0.22,
359519,-0.085,-0.2,
359520,-0.085,-0.185,
359521,-0.065,-0.18,
359522,-0.06,-0.155,
359523,-0.055,-0.16,
359524,-0.045,-0.165,
359525,-0.06,-0.14,
359526,-0.055,-0.12,
359527,-0.03,-0.08,
359528,-0.005,-0.065,
359529,-0.005,-0.05,
359530,0.005,-0.055,
359531,0.015,-0.025,
359532,0.02,-0.005,
359533,0.035,0.03,
359534,0.045,0.045,
359535,0.05,0.06,
359536,0.035,0.06,
359537,0.035,0.085,
359538,0.035,0.11,
359539,0.04,0.135,
359540,0.04,0.15,
359541,0.035,0.145,
359542,0.02,0.13,
359543,0.02,0.115,
359544,0.0,0.14,
359545,-0.005,0.15,
359546,0.005,0.13,
359547,-0.02,0.125,
359548,-0.055,0.095,
359549,-0.075,0.09,
359550,-0.09,0.095,
359551,-0.08,0.095,
359552,-0.09,0.08,
359553,-0.12,0.07,
359554,-0.135,0.06,
359555,-0.16,0.055,
359556,-0.165,0.065,
359557,-0.17,0.06,
359558,-0.155,0.05,
359559,-0.18,0.025,
359560,-0.195,0.01,
359561,-0.215,0.0,
359562,-0.21,0.015,
359563,-0.2,0.03,
359564,-0.2,0.04,
359565,-0.195,0.025,
359566,-0.21,0.005,
359567,-0.22,0.01,
359568,-0.22,0.005,
359569,-0.215,0.025,
359570,-0.21,0.025,
359571,-0.21,0.005,
359572,-0.225,-0.005,
359573,-0.23,-0.005,
359574,-0.225,0.01,
359575,-0.23,0.01,
359576,-0.215,0.015,
359577,-0.215,-0.005,
359578,-0.225,-0.02,
359579,-0.245,-0.015,
359580,-0.245,-0.005,
359581,-0.23,0.0,
359582,-0.22,0.0,
359583,-0.225,-0.02,
359584,-0.24,-0.035,
359585,-0.255,-0.045,
359586,-0.255,-0.025,
359587,-0.235,-0.015,
359588,-0.22,-0.01,
359589,-0.22,-0.03,
359590,-0.23,-0.05,
359591,-0.25,-0.04,
359592,-0.245,-0.03,
359593,-0.24,0.0,
359594,-0.21,-0.01,
359595,-0.22,-0.01,
359596,-0.23,-0.02,
359597,-0.23,-0.015,
359598,-0.235,-0.03,
359599,-0.235,-0.02,
359600,-0.215,-0.025,
359601,-0.195,-0.025,
359602,-0.22,-0.04,
359603,-0.235,-0.04,
359604,-0.235,-0.015,
359605,-0.23,-0.005,
359606,-0.215,-0.005,
359607,-0.225,-0.01,
359608,-0.235,-0.015,
359609,-0.245,-0.02,
359610,-0.245,-0.015,
359611,-0.215,-0.005,
359612,-0.205,-0.015,
359613,-0.205,-0.005,
359614,-0.225,-0.025,
359615,-0.25,-0.035,
359616,-0.25,-0.025,
359617,-0.245,-0.035,
359618,-0.22,-0.025,
359619,-0.215,-0.02,
359620,-0.22,-0.02,
359621,-0.25,-0.03,
359622,-0.24,-0.015,
359623,-0.235,-0.015,
359624,-0.2,-0.02,
359625,-0.215,-0.025,
359626,-0.245,-0.05,
359627,-0.27,-0.05,
359628,-0.26,-0.03,
359629,-0.255,-0.025,
359630,-0.25,-0.025,
359631,-0.255,-0.04,
359632,-0.27,-0.045,
359633,-0.285,-0.06,
359634,-0.275,-0.035,
359635,-0.26,-0.015,
359636,-0.26,-0.01,
359637,-0.255,-0.025,
359638,-0.27,-0.035,
359639,-0.285,-0.03,
359640,-0.31,-0.03,
359641,-0.265,-0.02,
359642,-0.255,-0.03,
359643,-0.26,-0.04,
359644,-0.27,-0.075,
359645,-0.285,-0.07,
359646,-0.3,-0.055,
359647,-0.28,-0.04,
359648,-0.265,-0.03,
359649,-0.265,-0.045,
359650,-0.275,-0.055,
359651,-0.285,-0.055,
359652,-0.305,-0.055,
359653,-0.295,-0.025,
359654,-0.285,-0.03,
359655,-0.28,-0.045,
359656,-0.285,-0.06,
359657,-0.29,-0.065,
359658,-0.305,-0.045,
359659,-0.295,-0.025,
359660,-0.29,-0.04,
359661,-0.29,-0.045,
359662,-0.3,-0.045,
359663,-0.3,-0.06,
359664,-0.305,-0.045,
359665,-0.29,-0.02,
359666,-0.27,-0.025,
359667,-0.285,-0.03,
359668,-0.295,-0.045,
359669,-0.31,-0.055,
359670,-0.305,-0.04,
359671,-0.29,-0.015,
359672,-0.275,-0.01,
359673,-0.27,-0.02,
359674,-0.285,-0.035,
359675,-0.29,-0.05,
359676,-0.29,-0.045,
359677,-0.28,-0.03,
359678,-0.28,-0.03,
359679,-0.27,-0.03,
359680,-0.27,-0.045,
359681,-0.3,-0.035,
359682,-0.29,-0.025,
359683,-0.27,-0.02,
359684,-0.25,-0.02,
359685,-0.25,-0.035,
359686,-0.255,-0.05,
359687,-0.265,-0.04,
359688,-0.27,-0.02,
359689,-0.245,0.01,
359690,-0.235,0.015,
359691,-0.24,0.0,
359692,-0.26,0.0,
359693,-0.255,-0.005,
359694,-0.255,0.005,
359695,-0.24,0.02,
359696,-0.225,0.02,
359697,-0.23,0.01,
359698,-0.22,-0.005,
359699,-0.235,0.01,
359700,-0.235,0.03,
359701,-0.225,0.035,
359702,-0.21,0.03,
359703,-0.225,0.015,
359704,-0.23,-0.015,
359705,-0.26,-0.02,
359706,-0.265,-0.005,
359707,-0.26,-0.005,
359708,-0.25,0.005,
359709,-0.255,0.005,
359710,-0.27,0.0,
359711,-0.28,-0.005,
359712,-0.28,-0.005,
359713,-0.265,0.015,
359714,-0.255,0.03,
359715,-0.255,0.035,
359716,-0.265,0.02,
359717,-0.28,0.015,
359718,-0.255,0.035,
359719,-0.265,0.04,
359720,-0.235,0.015,
359721,-0.225,-0.005,
359722,-0.245,-0.03,
359723,-0.255,-0.04,
359724,-0.265,-0.03,
359725,-0.265,-0.01,
359726,-0.27,0.0,
359727,-0.285,0.005,
359728,-0.31,-0.02,
359729,-0.315,-0.02,
359730,-0.3,-0.025,
359731,-0.29,-0.015,
359732,-0.27,-0.03,
359733,-0.275,-0.03,
359734,-0.295,-0.04,
359735,-0.31,-0.055,
359736,-0.305,-0.035,
359737,-0.31,-0.03,
359738,-0.28,-0.015,
359739,-0.29,-0.05,
359740,-0.305,-0.065,
359741,-0.31,-0.06,
359742,-0.3,-0.05,
359743,-0.295,-0.035,
359744,-0.275,-0.03,
359745,-0.285,-0.045,
359746,-0.29,-0.045,
359747,-0.305,-0.055,
359748,-0.29,-0.045,
359749,-0.28,-0.03,
359750,-0.265,-0.02,
359751,-0.27,-0.025,
359752,-0.275,-0.035,
359753,-0.285,-0.03,
359754,-0.285,-0.015,
359755,-0.275,0.015,
359756,-0.27,0.02,
359757,-0.255,0.055,
359758,-0.275,0.07,
359759,-0.255,0.12,
359760,-0.235,0.2,
359761,-0.21,0.285,
359762,-0.16,0.36,
359763,-0.12,0.435,
359764,-0.145,0.545,
359765,-0.17,0.7,
359766,-0.225,0.92,
359767,-0.25,1.12,
359768,-0.235,1.28,
359769,-0.255,1.435,
359770,-0.31,1.57,
